PUMFID,AGEGROUP,AGEGR_10,"When practicing recommended public health measures, which
source of information do you find the most helpful?","Which social media application do you use most often to discuss
topics about COVID-FacebookSina Weibo?
",BH_Filled prescriptions0A,BH_20B,BH_20C,BH_20D,BH_20E,BH_20F,BH_20G,BH_20H,BH_20I,BH_20J,BH_20K,BH_20L,BH_20M,"How concerned are you about each of the following impacts of
COVID-Not at all9?
My own health
","How concerned are you about each of the following impacts of
COVID-Not at all9?
Member of the household’s health","How concerned are you about each of the following impacts of
COVID-Not at all9?
Vulnerable people’s health","How concerned are you about each of the following impacts of
COVID-Not at all9?
Canadian population’s health","How concerned are you about each of the following impacts of
COVID-Not at all9?
World population’s health
","How concerned are you about each of the following impacts of
COVID-Not at all9?
Overloading the health system","How concerned are you about each of the following impacts of
COVID-Not at all9?
Civil disorder","How concerned are you about each of the following impacts of
COVID-Not at all9?
Maintaining social ties","How concerned are you about each of the following impacts of
COVID-Not at all9?
Ability to cooperate and support one another during the crisis","How concerned are you about each of the following impacts of
COVID-Not at all9?
Ability to cooperate and support one another after the crisis
","How concerned are you about each of the following impacts of
COVID-Not at all9?
Family stress from confinement","How concerned are you about each of the following impacts of
COVID-Not at all9?
Violence in the home","In the last week, how often did you do each of the following activities","In the last week, how often did you do each of the following activities?
Used a delivery service for groceries or for a drugstore
","In the last week, how often did you do each of the following activities?
Used a food delivery service for prepared food
","In the last week, how often did you do each of the following activities?
Ate at a restaurant","In the last week, how often did you do each of the following activities?
Attended a public event","In the last week, how often did you do each of the following activities?
Travelled for work",What is your gender?,"To what extent do you agree or disagree with the following
statement?
I might lose my main job or main self-employment income source in
the next four weeks.","Which of the following best describes the impact of COVID-Major impact9 on your
ability to meet financial obligations or essential needs, such as rent or
mortgage payments, utilities and groceries?
",PRURURB,PPROV,VERDATE
2404,1,1,Federal daily announcements by public health and political leaders,Twitter,Filled prescriptions,2,2,2,1,1,1,1,1,1,1,1,2,Somewhat,Very,Extremely,Very,Very,Extremely,Very,Somewhat,Somewhat,Somewhat,Very,Somewhat,Never,Never,1 to 3 times,Never,Never,Never,Female,Strongly agree,Minor impact,2,BC,OCT
2405,4,3,"News outlets including local, national and international sources",Instagram,Stocked up on essentials at a grocery store or pharmacy,1,2,1,2,1,1,1,1,1,2,1,2,Very,Very,Extremely,Very,Very,Extremely,Not at all,Very,Somewhat,Somewhat,Somewhat,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Female,Strongly disagree,No impact,2,ON,OCT
2406,10,6,"Provincial health agency Help text: e.g., website, public service announcements",Snapchat,Stocked up on essentials at a grocery store or pharmacy,2,2,2,2,1,2,1,1,1,1,2,2,Very,Very,Very,9,9,9,9,9,9,9,9,9,Never,1 to 3 times,Never,Never,Never,Never,Female,Strongly agree,Too soon to tell,2,QC,OCT
2407,6,4,"Federal health agency Help text: e.g., website, public service announcements",Instagram,Stocked up on essentials at a grocery store or pharmacy,1,2,2,2,1,1,1,1,2,2,1,2,Somewhat,Somewhat,Extremely,Extremely,Extremely,Extremely,Very,Extremely,Extremely,Extremely,Extremely,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Female,Strongly agree,Major impact,2,ON,OCT
2408,4,3,Provincial daily announcements by public health and political leaders,TikTok,Stocked up on essentials at a grocery store or pharmacy,2,2,2,1,1,1,1,1,2,2,2,2,Very,Very,Very,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Somewhat,Very,Not at all,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Male,Neither agree nor disagree,Major impact,2,BC,OCT
2409,6,4,"Social media Help text: e.g., Facebook, Instagram, SnapChat, TikTok, Twitter, YouTube",Facebook,Stocked up on essentials at a grocery store or pharmacy,1,2,2,1,1,1,1,1,1,2,2,2,Very,Very,Extremely,Very,Very,Extremely,Very,Very,Somewhat,Somewhat,Somewhat,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Female,Neither agree nor disagree,No impact,2,ON,OCT
2410,4,3,Provincial daily announcements by public health and political leaders,Facebook,Stocked up on essentials at a grocery store or pharmacy,2,2,2,2,2,1,1,1,2,2,1,1,Somewhat,Somewhat,Very,Very,Very,Very,Somewhat,Very,Very,Very,Somewhat,Not at all,1 to 3 times,Never,1 to 3 times,Never,Never,Never,Female,Strongly disagree,No impact,2,QC,OCT
2411,2,2,"News outlets including local, national and international sourcesNews outlets including local, national and international sources",Instagram,Stocked up on essentials at a grocery store or pharmacy,2,2,2,2,1,1,1,1,1,2,1,2,Somewhat,Somewhat,Very,Very,Very,Extremely,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Female,Disagree,Too soon to tell,2,BC,OCT
2412,8,5,"Social media Help text: e.g., Facebook, Instagram, SnapChat, TikTok, Twitter, YouTube",Facebook,Stocked up on essentials at a grocery store or pharmacy,2,2,2,1,1,1,1,1,1,2,1,2,Somewhat,Somewhat,Extremely,Extremely,Extremely,Extremely,Not at all,Somewhat,Extremely,Extremely,Not at all,Not at all,1 to 3 times,9,9,9,9,1 to 3 times,Male,Strongly disagree,Minor impact,2,ON,OCT
2413,3,2,"News outlets including local, national and international sources",Facebook,Stocked up on essentials at a grocery store or pharmacy,2,2,2,2,1,1,1,1,2,2,2,2,Very,Very,Very,Very,Very,Very,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,1 to 3 times,Never,Never,Never,Never,Never,Male,Neither agree nor disagree,Too soon to tell,2,QC,OCT
2414,7,4,Health professionals,Facebook,Stocked up on essentials at a grocery store or pharmacy,1,1,1,1,1,1,1,1,1,2,2,2,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,1 to 3 times,1 to 3 times,Never,Never,Never,Never,Female,Strongly agree,Moderate impact,2,BC,OCT
2415,3,2,Health professionals,Facebook,Stocked up on essentials at a grocery store or pharmacy,1,1,1,1,1,1,1,1,1,1,1,1,Somewhat,Very,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Not at all,Very,Extremely,Not at all,1 to 3 times,1 to 3 times,1 to 3 times,Never,Never,Never,Female,Not working at a job or business,Major impact,2,ON,OCT
2416,4,3,Provincial daily announcements by public health and political leaders,Facebook,Stocked up on essentials at a grocery store or pharmacy,1,2,2,1,1,1,1,1,1,1,1,2,Not at all,Not at all,Somewhat,Somewhat,Somewhat,Somewhat,Very,Not at all,Somewhat,Very,Somewhat,Very,1 to 3 times,Never,Never,Never,Never,Never,Male,Disagree,Too soon to tell,2,QC,OCT
2417,5,3,Provincial daily announcements by public health and political leaders,Facebook,Stocked up on essentials at a grocery store or pharmacy,2,2,2,2,1,1,1,1,1,2,1,2,Somewhat,Somewhat,Very,Somewhat,Somewhat,Very,Somewhat,Somewhat,Somewhat,Somewhat,Very,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Male,Disagree,No impact,2,BC,OCT
2418,5,3,Federal daily announcements by public health and political leaders,Facebook,Stocked up on essentials at a grocery store or pharmacy,1,2,2,2,1,1,1,1,1,1,1,2,Somewhat,Somewhat,Extremely,Extremely,Extremely,Extremely,Very,Somewhat,Very,Extremely,Extremely,Not at all,1 to 3 times,Never,1 to 3 times,Never,Never,Never,Female,Strongly agree,Too soon to tell,2,ON,OCT
2419,3,2,"Federal health agency Help text: e.g., website, public service announcements",Facebook,Filled prescriptions,2,2,2,2,1,1,1,1,1,2,2,2,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Very,Somewhat,Somewhat,Not at all,Somewhat,Somewhat,Not at all,Never,1 to 3 times,1 to 3 times,Never,Never,Never,Female,Strongly disagree,No impact,2,BC,OCT
2420,8,5,Provincial daily announcements by public health and political leaders,Instagram,Stocked up on essentials at a grocery store or pharmacy,1,2,2,2,1,1,1,1,1,2,2,2,Somewhat,Somewhat,Extremely,Somewhat,Somewhat,Very,Somewhat,Not at all,Not at all,Not at all,Not at all,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Female,Not working at a job or business,No impact,2,QC,OCT
2421,4,3,Provincial daily announcements by public health and political leaders,Snapchat,Stocked up on essentials at a grocery store or pharmacy,1,1,1,1,1,1,1,1,1,2,2,2,Somewhat,Very,Very,Very,Very,Extremely,Very,Very,Very,Very,Very,Not at all,1 to 3 times,1 to 3 times,Never,Never,Never,Never,Female,Not working at a job or business,Minor impact,2,ON,OCT
2422,6,4,Provincial daily announcements by public health and political leaders,Facebook,Filled prescriptions,2,2,2,2,2,1,1,2,2,2,2,2,Very,Very,Very,Very,Very,Very,Somewhat,Very,Very,Very,Very,Not at all,1 to 3 times,Never,Never,Never,Never,1 to 3 times,Male,Strongly agree,Moderate impact,2,ON,OCT
2423,1,1,"Provincial health agency Help text: e.g., website, public service announcements",Facebook,Filled prescriptions,1,2,2,2,1,1,1,1,2,1,1,2,Somewhat,Somewhat,Very,Very,Very,Extremely,Extremely,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,1 to 3 times,Never,1 to 3 times,Never,Never,Never,Female,Not working at a job or business,Major impact,2,NS,OCT
2424,2,2,"News outlets including local, national and international sources",TikTok,Stocked up on essentials at a grocery store or pharmacy,2,2,2,2,1,1,1,1,1,1,2,2,Somewhat,Somewhat,Very,Somewhat,Very,Very,Somewhat,Not at all,Somewhat,Not at all,Not at all,Not at all,1 to 3 times,Never,1 to 3 times,Never,Never,Never,Male,Strongly disagree,No impact,2,AB,OCT
2425,5,3,"Provincial health agency Help text: e.g., website, public service announcements",Facebook,Stocked up on essentials at a grocery store or pharmacy,1,2,1,1,1,1,1,1,1,2,2,2,Somewhat,Very,Extremely,Very,Very,Extremely,Somewhat,Somewhat,Extremely,Extremely,Very,Not at all,1 to 3 times,9,9,9,9,Never or 5 times,Female,Strongly disagree,No impact,2,NS,OCT
2426,4,3,Federal daily announcements by public health and political leaders,TikTok,Stocked up on essentials at a grocery store or pharmacy,2,2,2,1,1,1,1,1,2,2,1,2,Very,Very,Extremely,Very,Very,Extremely,Somewhat,Very,Somewhat,Very,Somewhat,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Male,Strongly disagree,Minor impact,2,ON,OCT
2427,8,5,"Provincial health agency Help text: e.g., website, public service announcements",Facebook,Stocked up on essentials at a grocery store or pharmacy,2,1,1,1,1,1,1,1,1,1,1,2,Very,Very,Extremely,Very,Very,Extremely,Somewhat,Somewhat,Somewhat,Somewhat,Very,Not at all,1 to 3 times,Never,1 to 3 times,Never,Never,Never,Female,Strongly agree,Major impact,2,NB,OCT
2428,3,2,"News outlets including local, national and international sourcesNews outlets including local, national and international sources",Instagram,Stocked up on essentials at a grocery store or pharmacy,2,2,1,1,1,1,1,1,1,1,2,1,Somewhat,Somewhat,Very,Somewhat,Somewhat,Very,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,1 to 3 times,Never,Never,Never,Never,Never,Female,Strongly disagree,No impact,2,ON,OCT
2429,1,1,"Family, friends or colleagues",Facebook,Filled prescriptions,2,2,2,2,1,1,1,1,1,1,1,2,Somewhat,Somewhat,Very,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Somewhat,Somewhat,Not at all,Not at all,Never,1 to 3 times,1 to 3 times,Never,Never,Never,Female,Agree,Moderate impact,2,ON,OCT
2430,8,5,Provincial daily announcements by public health and political leaders,Instagram,Stocked up on essentials at a grocery store or pharmacy,2,1,1,1,1,1,1,1,1,2,1,2,Somewhat,Somewhat,Very,Very,Very,Very,Very,Not at all,Not at all,Not at all,Not at all,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Female,Neither agree nor disagree,No impact,1,QC,OCT
2431,9,5,"Municipal health agency Help text: e.g., website, public service announcements",Facebook,Stocked up on essentials at a grocery store or pharmacy,1,2,2,1,1,1,1,1,1,2,1,2,Very,Very,Extremely,Extremely,Extremely,Very,Extremely,Very,Very,Extremely,Extremely,Not at all,Never,1 to 3 times,Never,Never,Never,Never,Female,Not working at a job or business,Too soon to tell,9,NU,OCT
2432,8,5,Provincial daily announcements by public health and political leaders,Facebook,Filled prescriptions,2,2,2,2,1,1,1,1,1,1,1,2,Somewhat,Very,Extremely,Very,Somewhat,Extremely,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Female,Strongly disagree,Minor impact,2,QC,OCT
2433,2,2,Provincial daily announcements by public health and political leaders,Facebook,Stocked up on essentials at a grocery store or pharmacy,2,2,2,1,1,1,1,1,1,2,1,2,Very,Very,Extremely,Very,Not at all,Very,Somewhat,Somewhat,Somewhat,Extremely,Somewhat,Not at all,1 to 3 times,Never,Never,Never,Never,1 to 3 times,Male,Strongly disagree,No impact,2,QC,OCT
2434,6,4,Federal daily announcements by public health and political leaders,Facebook,Filled prescriptions,1,2,2,2,1,1,1,1,1,1,1,2,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,1 to 3 times,Never,1 to 3 times,Never,Never,Never,Female,Not working at a job or business,Major impact,2,QC,OCT
2435,8,5,"Social media Help text: e.g., Facebook, Instagram, SnapChat, TikTok, Twitter, YouTube",Facebook,Stocked up on essentials at a grocery store or pharmacy,1,2,2,1,1,1,1,1,1,1,1,2,Somewhat,Somewhat,Extremely,Very,Very,Extremely,Very,Extremely,Extremely,Extremely,Very,Not at all,Never,Never,Never,Never,Never,1 to 3 times,Female,Neither agree nor disagree,Moderate impact,2,BC,OCT
2436,9,5,"Provincial health agency Help text: e.g., website, public service announcements",Instagram,Stocked up on essentials at a grocery store or pharmacy,1,2,2,2,1,1,1,1,2,2,2,2,Very,Extremely,Very,Very,Very,Very,Somewhat,Somewhat,Very,Extremely,Somewhat,Not at all,1 to 3 times,Never,Never,1 to 3 times,Never,Never,Female,Strongly agree,Moderate impact,1,BC,OCT
2437,10,6,Health professionals,Facebook,Filled prescriptions,2,2,2,2,1,1,1,1,2,2,2,2,Somewhat,Not at all,Not at all,Somewhat,Somewhat,Very,Not at all,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Female,Not working at a job or business,No impact,2,ON,OCT
2438,4,3,Health professionals,Instagram,Stocked up on essentials at a grocery store or pharmacy,2,2,2,2,1,1,1,1,2,1,1,2,Somewhat,Extremely,Somewhat,Very,Somewhat,Extremely,Somewhat,Somewhat,Somewhat,Somewhat,Very,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Male,Agree,Major impact,2,QC,OCT
2439,5,3,"News outlets including local, national and international sources",Facebook,Stocked up on essentials at a grocery store or pharmacy,1,1,1,2,1,1,1,1,1,1,1,2,Very,Very,Very,Very,Very,Very,Very,Very,Very,Very,Very,Very,Never,Never,Never,Never,Never,Never,Female,Disagree,Moderate impact,2,NB,OCT
2440,7,4,Provincial daily announcements by public health and political leaders,Instagram,Filled prescriptions,1,2,2,1,1,1,1,1,1,1,1,2,Extremely,Extremely,Extremely,Very,Very,Extremely,Somewhat,Not at all,Extremely,Somewhat,Extremely,Not at all,Never,1 to 3 times,Never,Never,Never,Never,Female,Disagree,No impact,2,ON,OCT
2441,3,2,"News outlets including local, national and international sources",Facebook,Stocked up on essentials at a grocery store or pharmacy,2,2,1,1,1,1,1,1,1,2,1,2,Somewhat,Very,Very,Very,Somewhat,Somewhat,Somewhat,Not at all,Somewhat,Somewhat,Somewhat,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Female,Agree,Moderate impact,1,ON,OCT
2442,5,3,"Federal health agency Help text: e.g., website, public service announcements",Facebook,Filled prescriptions,2,2,2,2,1,2,1,1,1,2,2,2,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Female,Strongly agree,Major impact,2,QC,OCT
2443,4,3,"News outlets including local, national and international sources",TikTok,Stocked up on essentials at a grocery store or pharmacy,2,2,2,2,1,1,1,1,1,1,2,2,Very,Very,Very,Very,Very,Extremely,Not at all,Not at all,Somewhat,Very,Very,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Female,Strongly agree,Major impact,2,MB,OCT
2444,9,5,"News outlets including local, national and international sources",Facebook,Stocked up on essentials at a grocery store or pharmacy,1,2,2,1,1,1,1,1,1,2,2,2,Very,Extremely,Not at all,Very,Extremely,Extremely,Very,Very,Very,Extremely,Very,Very,1 to 3 times,Never,1 to 3 times,Never,Never,Never,Female,Disagree,Minor impact,2,BC,OCT
2445,3,2,"News outlets including local, national and international sourcesNews outlets including local, national and international sources",Instagram,Stocked up on essentials at a grocery store or pharmacy,2,2,2,1,1,1,1,1,1,1,1,2,Not at all,Not at all,Not at all,Extremely,Extremely,Extremely,Not at all,Very,Very,Very,Somewhat,Not at all,1 to 3 times,Never,1 to 3 times,Never,Never,Never,Female,Strongly disagree,No impact,2,ON,OCT
2446,4,3,"Provincial health agency Help text: e.g., website, public service announcements",Instagram,Stocked up on essentials at a grocery store or pharmacy,2,2,2,2,1,1,1,1,1,1,1,2,Very,Very,Very,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Very,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Female,Neither agree nor disagree,Too soon to tell,1,NS,OCT
2447,4,3,"Federal health agency Help text: e.g., website, public service announcements",Instagram,Stocked up on essentials at a grocery store or pharmacy,1,2,2,1,1,1,1,1,2,1,1,2,Somewhat,Somewhat,Extremely,Very,Very,Extremely,Very,Not at all,Very,Somewhat,Somewhat,Not at all,1 to 3 times,Never,1 to 3 times,Never,Never,1 to 3 times,Male,Strongly disagree,Moderate impact,2,ON,OCT
2448,2,2,"Provincial health agency Help text: e.g., website, public service announcements",Facebook,Filled prescriptions,2,2,2,2,1,1,1,1,1,2,1,2,Very,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Very,Somewhat,Somewhat,Not at all,Somewhat,1 to 3 times,Never,1 to 3 times,Never,Never,Never,Female,Agree,No impact,2,QC,OCT
2449,2,2,Provincial daily announcements by public health and political leaders,Facebook,Stocked up on essentials at a grocery store or pharmacy,1,2,2,2,1,1,1,1,2,2,2,1,Somewhat,Very,Very,Very,Very,Somewhat,Somewhat,Not at all,Not at all,Somewhat,Somewhat,Very,Never,Never,Never,Never,Never,Never,Female,Not working at a job or business,No impact,2,QC,OCT
2450,4,3,"Social media Help text: e.g., Facebook, Instagram, SnapChat, TikTok, Twitter, YouTube",Twitter,Stocked up on essentials at a grocery store or pharmacy,2,2,2,2,1,1,1,1,1,1,1,2,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Somewhat,1 to 3 times,Never,Never,Never,Never,Never,Female,Strongly agree,Major impact,2,ON,OCT
2451,8,5,Provincial daily announcements by public health and political leaders,Instagram,Filled prescriptions,2,2,2,2,1,2,1,1,1,1,2,2,Somewhat,Somewhat,Not at all,Somewhat,Very,Very,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Never,Never,Never,Never,Never,Never,Female,Disagree,Too soon to tell,1,ON,OCT
2452,5,3,"News outlets including local, national and international sourcesFederal health agency Help text: e.g., website, public service announcements",Snapchat,Stocked up on essentials at a grocery store or pharmacy,1,2,2,2,1,1,1,1,1,2,2,2,Extremely,Extremely,Extremely,Not at all,Not at all,Not at all,Extremely,Not at all,Not at all,Not at all,Extremely,Very,1 to 3 times,Never,Never,Never,Never,Never,Male,Strongly agree,Major impact,2,ON,OCT
2453,7,4,Federal daily announcements by public health and political leaders,Facebook,Filled prescriptions,2,2,2,2,1,1,1,1,1,1,1,2,Somewhat,Extremely,Extremely,Extremely,Extremely,Extremely,Somewhat,Somewhat,Not at all,Not at all,Somewhat,Not at all,Never,Never,Never,Never,Never,Never,Female,Strongly disagree,No impact,2,BC,OCT
2454,6,4,"Social media Help text: e.g., Facebook, Instagram, SnapChat, TikTok, Twitter, YouTube",Facebook,Stocked up on essentials at a grocery store or pharmacy,1,2,2,2,2,2,1,1,2,2,2,2,Somewhat,Somewhat,Very,Somewhat,Somewhat,Very,Somewhat,Somewhat,Somewhat,Not at all,Somewhat,Not at all,1 to 3 times,Never,1 to 3 times,Never,Never,Never,Female,Agree,Major impact,2,ON,OCT
2455,3,2,Provincial daily announcements by public health and political leaders,Instagram,Filled prescriptions,2,2,2,2,1,1,1,1,2,1,1,2,Somewhat,Extremely,Extremely,Very,Very,Very,Very,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Female,Disagree,No impact,2,ON,OCT
2456,1,1,"Federal health agency Help text: e.g., website, public service announcements",Facebook,Filled prescriptions,1,1,2,1,1,1,1,1,1,2,2,2,Very,Extremely,Extremely,Extremely,Extremely,Extremely,Somewhat,Somewhat,Very,Extremely,Extremely,Somewhat,1 to 3 times,Never,Never,Never,Never,1 to 3 times,Male,Disagree,Moderate impact,2,AB,OCT
2457,2,2,Provincial daily announcements by public health and political leaders,Facebook,Filled prescriptions,2,2,1,1,1,1,1,1,2,2,2,2,Very,Extremely,Extremely,Very,Very,Extremely,Very,Very,Very,Very,Very,Very,1 to 3 times,Never,Never,Never,Never,Never,Female,Strongly agree,Major impact,1,QC,OCT
2458,5,3,"News outlets including local, national and international sources",TikTok,Stocked up on essentials at a grocery store or pharmacy,2,2,1,1,1,1,1,1,1,1,1,2,Very,Very,Extremely,Very,Very,Extremely,Somewhat,Very,Somewhat,Somewhat,Somewhat,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Female,Disagree,No impact,2,ON,OCT
2459,6,4,"Social media Help text: e.g., Facebook, Instagram, SnapChat, TikTok, Twitter, YouTube",Facebook,Stocked up on essentials at a grocery store or pharmacy,1,2,2,2,1,1,2,1,2,1,1,2,Somewhat,Somewhat,Extremely,Very,Very,Very,Very,Somewhat,Somewhat,Somewhat,Very,Not at all,1 to 3 times,Never,Never,Never,Never,1 to 3 times,Female,Disagree,Too soon to tell,2,NS,OCT
